Date,Year,Type,Country,Area,Location,Activity,Injury,Species 
1894-09-01,1894,Provoked,USA,Texas,Rockport,Fishing,Laceration to calf  PROVOKED INCIDENT,
1893-04-14,1893,Unprovoked,AUSTRALIA,Queensland,Torres Strait,Boat capsized; swimming ashore,Leg bitten,
1890-08-09,1890,Unprovoked,USA,Connecticut,Bridgeport; Fairfield County,Treading for clams,Severe lacerations to left arm.,
1887-10-18,1887,Unprovoked,USA,Florida,Between Lake Worth & Biscayne Bay; near Hillsboro,Crossing inlet in a boat; seen fighting sharks with his oar; sharks smashed boat,FATAL,
1884-12-13,1884,Sea Disaster,AUSTRALIA,South Australia,Port Phillip,yachting accident,Cause of death most likely drowning; remains recovered in shark,14' shark
1879-11-10,1879,Unprovoked,AUSTRALIA,New South Wales,Clarence Heads,Swimming,Thigh bitten,
1877-09-15,1877,Unprovoked,AUSTRALIA,New South Wales,Port Jackson,Fishing,No injury; pulled overboard by a shark that grabbed his coat,13' shark
1874-07-23,1874,Watercraft,FRANCE,,,Fishing,Shark and boat collided. No injury to occupants,
1870-07-27,1870,Unprovoked,USA,North Carolina,Smithville (now Southport); Brunswick County,Bathing,Foot bitten & toe severed,
1864-08-01,1864,Unprovoked,MADAGASCAR,,,Fell overboard,FATAL,
1862-07-13,1862,Unprovoked,SPAIN,Cádiz,Off Algeciras,Swimming alongside the SS Kearsarge,FATAL,16' shark
1861-03-01,1861,Unprovoked,NEW ZEALAND,North Island,Wynyard Wharf; Auckland Harbor,Bathing,Severely bitten but recovered,
1852-08-01,1852,Unprovoked,USA,Virginia,Norfolk,Swimming,FATAL,
1848-08-31,1848,Unprovoked,USA,Maryland,Patapsco River,Swimming,Left leg severely bitten,
1834-07-15,1834,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Swimming,FATAL,Reported to involve a hammerhead shark
1812-05-01,1812,Unprovoked,ENGLAND,Devon,Mill Bay,Swimming,Both legs injured,Thought to involve a porbeagle or mako shark
1807-01-12,1807,Unprovoked,AUSTRALIA,New South Wales,Cockle Bay; Sydney Harbour,,Survived,
1797-05-28,1797,Unprovoked,,,,Dropped overboard,FATAL,
1788-05-10,1788,Watercraft,AUSTRALIA,New South Wales,Sydney Harbor,Fishing,No injury to occupants; shark bit oar and rudder,
1640-08-15,1640,Unprovoked,USA,Maryland,a tidal river,Wading,FATAL,
,1543,Unprovoked,VENEZUELA,Magarita or Cubagua Islands,,Pearl diving,FATAL,
,,Unprovoked,LEBANON,,,Collecting fish,Posterior thigh bitten,
,,Unprovoked,AUSTRALIA,,,Net-fishing,Calf bitten,
,,Unprovoked,USA,Florida,Key West; Monroe County,Kitesurfing,Hand bitten,
,,Unprovoked,RED SEA?,,,Free diving,Shoulder scratched; swim fin bitten,
,,Unprovoked,FIJI,,,Spearfishing,No injury; bumped by shark which took speared fish,1.8 m [6'] shark
,,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River,Fishing from a small boat & put his hand in the water while holding a dead fish,Right hand severed,
,,Provoked,CUBA,Havana Province,Cojimar,Shark fishing; knocked overboard,FATAL; hip bitten  PROVOKED INCIDENT,
,,Sea Disaster,PAPUA NEW GUINEA,Between New Ireland & New Britain,St. George’s Channel,Spent 8 days in dinghy,No injury; but shark removed the heel & part of his left shoe,
,,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,4 men were bathing,FATAL,
6/23/23,2023,Unprovoked,USA,Florida,Flamingo Marina; Homestead; Miami-Dade County,Fishing,Hand bitten,
10/10/22,2022,Provoked,USA,Florida,Key Largo; Monroe County,Fishing,Minor injury to leg by hooked shark,Juvenile nurse shark
7/13/22,2022,Unprovoked,USA,New York,Seaview Beach; Suffolk County,,Left wrist and buttocks bitten,
5/10/22,2022,Unprovoked,MALDIVES,,Maafilaafushi Island; Lhaviyani Atoll,Fishing,Right cakf bitten when he fell overboard,
5/1/22,2022,Unprovoked,THAILAND,Phuket,Kamala Beach,Playing in the water,Laceration to left calf,1m shark
11/3/21,2021,Unprovoked,BRAZIL,São Paulo.,Ubatuba Beach,Swimming,Laceration to lower right leg,
6/27/21,2021,Unprovoked,USA,North Carolina,Ocean Isle; Brunswick County,Swimming,Calf bitten,
4/13/21,2021,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Chintsa,Body boarding,FATAL,White shark
12/10/20,2020,Unprovoked,ST MARTIN,,Orient Beach,Swimming,FATAL,Tiger shark
5/28/20,2020,Unprovoked,THAILAND,Muang district of Satun province;,Chebilang pier,Playing,Left foot bitten,Bull shark
11/23/19,2019,Provoked,MEXICO,Guerrero,Off Barra Vieja,Fishing,Lacerations to arm from hooked shark PROVOKED INCIDENT,
8/20/19,2019,Unprovoked,USA,Hawaii,Napoopoo Park in Kealakekua Bay; The Big Island,Swimming/ Treading water,Injury to lower back and right hip,
7/17/19,2019,Unprovoked,NEW ZEALAND,Chatham Islands,Pitt Island or Chatham Island,Scuba diving,Shark rammed him but no injury,White shark; 3m
11/28/18,2018,Unprovoked,AUSTRALIA,New South Wales,South Steyne,Surfing,Cut to left foot,Wobbegong shark
7/9/18,2018,Unprovoked,BAHAMAS,The Exuma Cays,Staniel Cay,Floating,Minor injury to wrist,Nurse shark; 5'
8/29/17,2017,Unprovoked,AUSTRALIA,Victoria,Cathedral Rock,Surfing,No injury; board bitten,White shark; 3 m
6/29/17,2017,Invalid,USA,South Carolina,Wrightsville Beach,Fishing,Arm injured by hook; not by a shark,No shark invovlement
5/30/17,2017,Provoked,USA,South Carolina,Awendaw; Charleston County,Touching a shark,Right hand bitten by hooked shark PROVOKED INCIDENT,3' shark
4/29/17,2017,Unprovoked,REUNION,Saint-Leu,Pointe au Sal,Body boarding,FATAL,
3/7/17,2017,Provoked,MEXICO,Tamaulipas,Playa Baghdad; Matamoros,Fishing,Finger severed by  'dead shark' on boat's deck   PROVOKED INCIDENT,
7/7/16,2016,Provoked,USA,Massachusetts,Off Gloucester; Essec County,Fishing,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,dogfish shark
11/15/15,2015,Unprovoked,USA,Florida,Ocean Reef Park; Singer Island; Palm Beach County,Surfing,Lacerations to hand,Spinner shark; 7'
9/3/15,2015,Unprovoked,USA,South Carolina,Myrtle Beach; Horry County,,Right foot bitten,4' shark?
6/25/15,2015,Unprovoked,USA,North Carolina,Avon; Hatteras Island; Outer Banks; Dare County,Body surfing?,Multiple lacerations to back,
6/24/15,2015,Unprovoked,USA,North Carolina,Surf City,Swimming,Minor injury to foot,Sandtiger shark
10/2/14,2014,Unprovoked,AUSTRALIA,Western Australia,Kelpids Beach; Wylie Bay; Esperance,Surfing,Left arm & right hand severed; lacerations to both legs,2 white shark: 13' & 98
9/2/14,2014,Provoked,USA,Florida,Fletcher Beach; Hutchinson Island; Martin County,Fishing,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,3' to 4' shark
8/27/14,2014,Unprovoked,USA,South Carolina,Surfside Beach; Horry  County,Standing,Heel bitten,
8/10/14,2014,Unprovoked,USA,Florida,Hallandale Beach; Broward County,,Puncture wounds & lacerations to foot,
8/2/14,2014,Unprovoked,USA,Florida,Table Beach; Brevard County,Boogie boarding,Laceration to ankle,
7/22/14,2014,Unprovoked,REUNION,Saint-Leu,,Surfing,Lacerations to right wrist & calf,1.8 metre shark
2/7/14,2014,Provoked,TRINIDAD & TOBAGO,Trinidad,,Fishing,Possibly a PROVOKED INCIDENT,
8/25/13,2013,Unprovoked,USA,Florida,Winterhaven Park;           Ponce Inlet; Volusia County,Boogie boarding,Minor injury to left lower leg & heel,
7/28/13,2013,Unprovoked,BAHAMAS,Exuma Islands,Compass Cay,Cleaning fish,Bitten on left hand,Nurse shark
7/22/13,2013,Unprovoked,BRAZIL,Pernambuco,Boa Viagem Beach; Recife,Swimming,FATAL,
6/6/13,2013,Unprovoked,AUSTRALIA,New South Wales,Target Beach,Surfing,No injury; board damaged,6' shark
5/27/13,2013,Unprovoked,USA,Hawaii,Halewia; Oahu,Diving,Lacerations to right hand,Galapagos shark
4/10/13,2013,Unprovoked,FRENCH POLYNESIA,Tuamotus,North Pass; Fakarava,Kite boarding,Underside of board; fins and; harness were damaged; and left  hip; thigh and buttock sustained puncture wounds,Possibly a blacktip reef shark
4/4/13,2013,Unprovoked,USA,Florida,Jensen Beach; Martin County,Swimming,Lacerations to hand,
7/23/12,2012,Unprovoked,REUNION,Trois-Bassins,,Surfing,FATAL,
7/7/12,2012,Invalid,AUSTRALIA,Victoria,Ship's Graveyard off Point Lonsdale,Scuba diving,Cause of death was drowning & preceded shark involvement,
1/2/12,2012,Unprovoked,AUSTRALIA,Queensland,Duranbah,Spearfishing,No injury; punctures to swim fin,Allegedly a 4 m tiger shark
12/26/11,2011,Invalid,ANTIGUA,St John's,Fort James Beach,Swimming,Bitten on right hand & wrist,Shark involvement not confirmed
9/11/11,2011,Unprovoked,USA,California,Samoa Beach; Humboldt County,Surfing,No injury; board bitten,
8/28/11,2011,Invalid,AUSTRALIA,Queensland,Fantome Island,Swimming,FATAL,Shark involvement prior to death not confirmed
8/15/11,2011,Invalid,USA,South Carolina,Myrtle Beach; Horry County,Playing in the surf,Puncture wounds to foot,Shark involvement not confirmed
7/7/11,2011,Unprovoked,USA,Texas,Mustang Island; Nueces County,Wade Fishing,Lacerations to right foot,
3/29/11,2011,Provoked,USA,Texas,Matagorda Beach,Standing; holding shark pup,Minor laceration to shoulder from captive shark PROVOKED INCIDENT,Blacktip shark pup
3/10/11,2011,Unprovoked,AUSTRALIA,New South Wales,Tallow Beach; Byron Bay,Surfing,No injury; surboard broken,
2/17/11,2011,Unprovoked,AUSTRALIA,South Australia,Off Perforated Island near Coffin Bay,Diving for abalone,FATAL,White shark x 2
2/4/11,2011,Provoked,MEXICO,Colima,Manzanillo; Revillagigedo Islands,Shark fishing on the Ricardo Astorga,Left foot bitten PROVOKED INCIDENT,
10/22/10,2010,Unprovoked,USA,California,Surf Beach; Vandenberg AFB; Santa Barbara County,Body boarding,FATAL,White shark; 14' to 18'
10/1/10,2010,Unprovoked,SOUTH AFRICA,Western Cape Province,Melkbaai; Strand,Surfing,3 lacerations to foot,
9/13/10,2010,Unprovoked,AUSTRALIA,New South Wales,Fraser's Reef,Surfing,Lacerations and puncture wounds to leg and foot,2m shark
12/26/09,2009,Provoked,AUSTRALIA,New South Wales,Avoca Beach,Swimming,Lacerations to lower left leg after stepping on the shark                 PROVOKED INCIDENT,
11/16/09,2009,Unprovoked,USA,California,Loch Lomond; Marin County,Fishing,Puncture wounds and minor lacerations to dorsal surface of his left hand,Thresher shark
7/7/09,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,Jogensfontein; Stilbaai,Surfing,Leg bitten,
5/16/09,2009,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Lacerations to right foot,blacktip or spinner shark
1/18/09,2009,Watercraft,AUSTRALIA,Victoria,Off Tower Hill,Fishing,No injury to occupants; shark bit propeller,White shark; 5.5 m
12/27/08,2008,Watercraft,AUSTRALIA,Tasmania,near Schouten Island,Yacht race,No injury to occupants -  shark became entangled in aft rudder,2 m shark
12/10/08,2008,Provoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing,Lacerations to knees; thigh and hip by hooked shark PROVOKED iNCIDENT,Raggedtooth shark; 2m
9/8/08,2008,Unprovoked,USA,California,Surf Beach; Lompoc; Santa Barbara County,Surfing,No injury to surfer; board bitten,White shark; 14' to 16'
8/30/08,2008,Provoked,ENGLAND,North Devon,Lundy Island,Fishing,Wrist bitten by hooked shark PROVOKED INCIDENT,Blue shark
7/27/08,2008,Unprovoked,PANAMA,San Carlos,Playa Teta,Swimming or surfing,5 lacerations to left foot,3'  shark
4/15/08,2008,Unprovoked,USA,Florida,Playalinda Beach; Canaveral National Seashore; Brevard County,Surfing,Puncture wounds to right foot,1.5' to 2' shark
8/9/07,2007,Unprovoked,USA,South Carolina,Isle of Palms; Charleston County,Swimming,Lacerations to right foot,
8/9/07,2007,Unprovoked,USA,South Carolina,Isle of Palms; Charleston County,Boogie Boarding,Lacerations to lower leg & ankle,
6/17/07,2007,Invalid,USA,Florida,Vilano Beach; St.  Johns County,Surfing,Superficial injuries to upper leg may have been caused by surfboard fin,Shark involvement not confirmed
5/12/07,2007,Unprovoked,AUSTRALIA,Victoria,Warrnambool,Surfing,No injury; shark's fin caught his leg,10' shark
3/11/07,2007,Unprovoked,USA,Florida,Tiger Shores Beach; Martin County,Surfing,Lacerations to right forearm & hand,
1/1/07,2007,Provoked,FRENCH POLYNESIA,Tahiti,Rangiroa,Scuba Diving,Scratch on face PROVOKED INCIDENT,Silvertip shark
8/29/06,2006,Unprovoked,USA,Oregon,Florence; Lane County,Surfing,Laceration & puncture wounds to foot,
8/15/06,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Danger Reef,Surfing,No injury; surfboard leash severed,5 m shark
8/1/06,2006,Unprovoked,USA,North Carolina,Masonboro Island; New Hanover County,Wading,Lacerations & punctures to left foot,
7/1/06,2006,Unprovoked,USA,Florida,Florida Keys; Monroe County,Spearfishing,Lacerations & puncture wound  to arm,1.8 m blacktip reef shark
5/5/06,2006,Unprovoked,USA,Florida,Cocoa Beach; Brevard  County,,Small lacerations to arm,
6/25/05,2005,Unprovoked,USA,Florida,Destin; Walton County,Swimming with boogie board,FATAL; leg bitten,1.8 m [6'] bull shark
5/28/05,2005,Unprovoked,USA,Florida,Daytona Beach Shores,Swimming,Left foot bitten,small shark
4/25/05,2005,Provoked,AUSTRALIA,New South Wales,Bermagui,Fishing,Laceration on left thigh PROVOKED INCIDENT,Mako shark; 1.5 m [5']
11/1/04,2004,Unprovoked,NEW CALEDONIA,North Province,Koumac,Diving,Forearm bitten,3 m shark
,2004,Watercraft,AUSTRALIA,Western Australia,7 km off Trigg surf beach; Perth,Fishing,"No injury to occupants, shark mouthed motor; severed anchor line",4 m [13'] white shark
9/14/03,2003,Invalid,USA,Florida,Bathtub Reef Beach; Martin County,Swimming,Puncture wounds on inner thigh,Shark involvement doubtful
7/5/03,2003,Provoked,USA,Florida,Near New Smyrna Jetty; Volusia County,Walking; carrying surfboard & stepped on shark,3 puncture wounds on right lateral ankle PROVOKED INCIDENT,2' shark
4/26/03,2003,Provoked,BRAZIL,Rio de Janeiro,Copacabana Beach; Rio de Janiero,Killing  sharks,Shallow  lacerations to left  thigh PROVOKED INCIDENT,
10/14/02,2002,Unprovoked,BRAZIL,Pernambuco,Piedade Beach; Jaboatão dos Guararapes City; Recife,Swimming,FATAL; body not recovered,Possibly a bull shark or tiger shark
6/16/02,2002,Invalid,INDONESIA,,Shark caught in Indonesia; offloaded to trawler that docked at Samut Prakan; 20 miles south of Bangkok; Thailand,,Human remains (right forearm & leg) recovered from 3.7m [12'] tiger shark’s gut. Forensic examination suggested the remains had been consumed by the shark one to two weeks earlier,Shark involvement prior to death was not confirmed
5/7/02,2002,Provoked,AUSTRALIA,Northern Territory,Darwin,Fishing from prawn trawler,Netted shark injured his am & 6 fingers PROVOKED INCIDENT,
3/1/01,2001,Sea Disaster,CARIBBEAN SEA,,Between St. Maarten & Anguilla,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,Human remains recovered in shark caught off Anguilla; probable scavenging on drowned body,Tiger shark; 8'
9/8/00,2000,Unprovoked,TANZANIA,,Coco Beach; Dar-es-Salaam (Reported as the 5th fatality in 3 months at Coco Beach),Swimming,FATAL,Thought to involve a Zambesi shark
7/22/00,2000,Unprovoked,USA,Florida,Big Pine Key; Monroe County,Snorkeling,Leg pinched,Nurse shark; 1.5 m [5']
7/2/00,2000,Unprovoked,USA,Florida,Smyrna Dunes Park; New Smyrna Beach; Volusia County,Standing,Left thigh lacerated,0.9 m [3'] shark;  probably a blacktip or spinner shark
5/13/00,2000,Sea Disaster,NEW CALEDONIA,South Province,Mont Dore,Air Disaster - Piper aircraft crashed into the sea; killing all on board,Sharks prevented recovery of remains,Tiger sharks & bull sharks (20 sharks in all)
10/30/99,1999,Unprovoked,USA,Florida,Daytona Beach; Volusia County,Body boarding,Right foot lacerated,
11/21/98,1998,Unprovoked,USA,Florida,Ocean Beach; Jaycee Park; Vero Beach; Indian River County,Swimming,FATAL,Tiger shark
8/1/98,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffalo Bay; near Knysna,Surfing (or body boarding),Legs bitten,White shark; 4 m [13']
12/28/97,1997,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Sitting on surfboard,Calf bitten,
8/4/97,1997,Unprovoked,USA,Florida,Carysfort Lighthouse; Key Largo; Monroe County,Wade-fishing,Left forearm & wrist bitten,1.5 m [5'] shark
1/20/97,1997,Unprovoked,AUSTRALIA,Western Australia,Geraldton,Windsurfing,Presumed fatal; no body recovered; shark mutilated wetsuit & harness recovered,Tiger shark; 4.5 m [14'9]
10/3/96,1996,Unprovoked,USA,California,North Salmon Creek Beach; Sonoma County,Surfing,No Injury; shark struck his board,5 m [16.5'] white shark
7/26/96,1996,Unprovoked,USA,Florida,Wiggins Pass; Collier County,Standing,Survived,
7/28/95,1995,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Laceration to heel,
5/28/94,1994,Unprovoked,USA,Florida,3 miles east of Jacksonville Beach; Duval County,Spearfishing,Shoulder bitten,2.1 m [7'] shark
4/2/94,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston,Spearfishing,FATAL,4.9 m white shark
8/14/93,1993,Watercraft,AUSTRALIA,Western Australia,Off Rottnest Island,Fishing,No injury to occupants. Shark struck boat; lifting the outboard motor,6 m [20'] white shark
3/17/93,1993,Unprovoked,JAPAN,Ehime Prefecture,Iyo,,Survived,Possiby white shark
1/2/93,1993,Unprovoked,USA,Oregon,Bastendorf Beach; Coos County,Surfing,No injury; shark bit board,6 m [20'] white shark
6/28/92,1992,Unprovoked,REUNION,Saint-Paul,Cap de la Marianne,Surfing,FATAL,Bull shark or lemon shark
4/24/92,1992,Unprovoked,NEW ZEALAND,Antarctic Ocean,Meteorologic Station on Campbell Island; 370 nautical miles south of New Zealand,Snorkeling,Right forearm severed; left forearm lacerated & broken,4 m [13']; 590-kg white shark
2/9/92,1992,Invalid,AUSTRALIA,Tasmania,Clifton Beach; southwest of Hobart,Surfing,No injury; shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable,Questionable incident
6/7/91,1991,Unprovoked,HONG KONG,Port Shelter,Silverstrand Beach; near Hung Hau,Swimming,Abdomen bitten & leg severed  FATAL,Tiger shark; >3 m [10']
3/3/91,1991,Unprovoked,AUSTRALIA,New South Wales,Bass Point,Scuba diving,Lacerations to arm & leg,Grey nurse shark; 2 m
10/20/90,1990,Unprovoked,USA,Florida,North end of County Beach; Palm Beach County,Surfing,Wrist bitten,4' spinner shark
10/12/90,1990,Unprovoked,USA,Florida,Stuart Beach; Martin County,Surfing,Superficial injuries to left foot & ankle,1.8 m to 2.4 m [6' to 8'] shark
8/30/90,1990,Invalid,USA,Florida,Juno Beach / North Palm Beach; Palm Beach County,SCUBA diving,Disappeared; body recovered with large bite on thigh,Shark involvement prior to death could not be determined
4/6/90,1990,Unprovoked,AUSTRALIA,Queensland,Fingal Beach,Surfing,No injury; board bitten,3 m shark
9/9/89,1989,Unprovoked,USA,North Carolina,Salvo; Dare County,Surfing,Non-fatal,Sandbar shark
4/10/88,1988,Invalid,SOUTH AFRICA,KwaZulu-Natal,La Lucia,,Arm washed ashore. scratch marks on the humerus indicated it had been bitten by a shark; but cause of death could not be determined.,Shark involvement prior to death was not confirmed
